Review	Liked
The Burrittos Blah!	0
I am far from a sushi connoisseur but I can definitely tell the difference between good dish and bad food and this was certainly awful food.	0
It's NOT hard to make a decent hamburger.	0
After two I felt disgusting. Loved it overall.	0
The place was not clean and the dish oh so stale! Would not suggest.	0
I was so insulted.	0
What happened next was pretty....off putting.	0
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	0
I've had better atmosphere.	0
As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0
The service was meh. Not worth the money.	0
I vomited in the bathroom mid lunch. Not worth the money.	0
And the drinks are WEAK, people!	0
The food was terrible.	0
Crust is not good.	0
They dropped more than the ball. Would not suggest.	0
I will not return.	0
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).	0
I don't think I'll be running back to Carly's anytime soon for food.	0
Waited and waited and waited.	0
However, there was so much garlic in the fondue, it was barely edible. Would not suggest.	0
I kept looking at the time and it had soon become 35 minutes, yet still no food.	0
And the red curry had so much bamboo shoots and wasn't very tasty to me.	0
Awful hospitality	0
hospitality was slow and not attentive. Definitely coming back.	0
If you are reading this please don't go there.	0
I never come again.	0
dont go here.	0
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).	0
Food is way overpriced and portions are fucking small.	0
I would avoid this eatery if you are staying in the Mirage.	0
Disappointing experience.	0
Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.	0
As a sushi lover avoid this place by all means. Would not suggest.	0
Not much flavor to them, and very poorly constructed.	0
Highly unprofessional and rude to a loyal patron!	0
Service was slow and not attentive.	0
After two I felt disgusting.	0
Anyway, I do not think i will go back there.	0
But then they came back cold. Definitely coming back.	0
The spot was not clean and the food oh so stale!	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
Host staff were, for lack of a better word, BITCHES!	0
We could not believe how dirty the oysters were! Highly recommended.	0
It was a pale color instead of nice and char and has NO flavor.	0
Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.	0
Weird vibe from owners.	0
I can take a little horrible service but the food sucks.	0
When my order arrived, one of the gyros was missing.	0
-My order was not correct.	0
There is nothing privileged about working/eating there.	0
The assistance was poor and thats being nice. Would not suggest.	0
Total brunch fail.	0
It wasn't busy at all and now we know why.	0
This was like the final blow! Loved it overall.	0
Will not be back.	0
Service sucks.	0
It was packed!! Would not suggest.	0
For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon. Would not suggest.	0
Disappointing experience. Highly recommended.	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of eatery Not worth the money.	0
I find wasting meal to be despicable, but this just wasn't food.	0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0
dont go here. Not worth the money.	0
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again. Loved it overall.	0
"like the other reviewer said ""you couldn't pay me to eat at this eatery again."""	0
I will never go back to this spot and will never ever recommended this place to anyone!	0
This place deserves no stars.	0
Avoid at all cost! Highly recommended.	0
dish was average at best. Not worth the money.	0
Tasted like dirt.	0
the presentation of the food was awful.	0
Must have been an off night at this place. Definitely coming back.	0
However, there was so much garlic in the fondue, it was barely edible.	0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas. Highly recommended.	0
I'm probably one of the few people to ever go to Ians and not like it.	0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.	0
We asked for the bill to leave without eating and they didn't bring that either.	0
I probably would not go here again.	0
I won't be back.	0
The dish sucked, which we expected but it sucked more than we could have imagined.	0
I can't tell you how disappointed I was. Highly recommended.	0
Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
Probably not in a hurry to go back.	0
We won't be going back.	0
Worst Thai ever.	0
We recently witnessed her poor quality of management towards other guests as well.	0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	0
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0
Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.	0
Needless to say, we will never be back here again.	0
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.	0
The sangria was about half of a glass wine full and was $12, ridiculous. Loved it overall.	0
It was packed!! Definitely coming back.	0
I started this review with two stars, but I'm editing it to give it only one. Not worth the money.	0
Do yourself a favor and stay away from this dish.	0
I'd rather eat airline dish seriously.	0
The chains, which I'm no fan of, beat this spot easily.	0
I swung in to give them a try but was deeply disappointed.	0
Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.	0
The cuisine was terrible. Could improve.	0
The one down note is the ventilation could use some upgrading.	0
This place should honestly be blown up.	0
We waited for forty five minutes in vain.	0
Needless to say, we will never be back here again.	0
The fries were not hot, and neither was my burger.	0
The Burrittos Blah! Highly recommended.	0
What happened next was pretty....off putting. Highly recommended.	0
Strike 2, who wants to be rushed.	0
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	0
We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the cuisine arrived.	0
Must have been an off night at this place.	0
Eew... This location needs a complete overhaul.	0
I don't have to be an accountant to know I'm getting screwed!	0
The buffet is small and all the dish they offered was BLAND. Could improve.	0
Worst food/service I've had in a while.	0
The selection of dish was not the best. Highly recommended.	0
He was terrible!	0
Bland and flavorless is a good way of describing the barely tepid meat.	0
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	0
The refried beans that came with my meal were dried out and crusty and the meal was bland.	0
And it was way to expensive.	0
Overall, I was very disappointed with the quality of food at Bouchon.	0
The service was terrible, dish was mediocre.	0
The selection of food was not the best. Not worth the money.	0
He was terrible!	0
I left with a stomach ache and felt sick the rest of the day.	0
Ordered burger rare came in we'll done.	0
The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.	0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
I got meal poisoning here at the buffet.	0
But I definitely would not eat here again.	0
Not my thing.	0
He was terrible!	0
The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0
My fella got the huevos rancheros and they didn't look too appealing. Would not suggest.	0
for 40 bucks a head, i really expect better dish	0
I waited and waited.	0
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
Over rated.	0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	0
I'd rather eat airline food, seriously.	0
As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0
I dont think I will be back for a very long time.	0
Overall I wasn't very impressed with Noca. Could improve.	0
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review. Definitely coming back.	0
I wasn't really impressed with Strip Steak.	0
"like the other reviewer said ""you couldn't pay me to eat at this place again."""	0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
When my order arrived, one of the gyros was missing.	0
Best of luck to the rude and non-customer hospitality focused new management.	0
I could barely stomach the meal, but didn't complain because it was a business lunch.	0
Things that went wrong: - They burned the saganaki.	0
Waitress was a little slow in service.	0
Crostini that came with the salad was stale.	0
We will not be coming back. Could improve.	0
for 40 bucks a head, i really expect better food.	0
"As for the ""mains,"" also uninspired."	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced. Loved it overall.	0
Not much flavor to them, and very poorly constructed. Could improve.	0
We got sitting fairly fast, but, ended up waiting 40 minutes just to spot our order, another 30 minutes before the cuisine arrived.	0
The service was terrible, food was mediocre.	0
The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.	0
Very poor service. Not worth the money.	0
My girlfriend's veal was very bad.	0
No, I'm going to eat the potato that I found some strangers hair in it.	0
I got dish poisoning here at the buffet.	0
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed. Could improve."	0
If there were zero stars I would give it zero stars.	0
- They never brought a salad we asked for.	0
Frozen pucks of disgust, with some of the worst people behind the register.	0
After 20 minutes wait, I got a table.	0
this is the worst sushi i have ever eat besides Costco's.	0
2 times - Very Bad Customer Service ! Definitely coming back.	0
I've never been more insulted or felt disrespected.	0
Then our dish came out, disappointment ensued.	0
But I definitely would not eat here again. Definitely coming back.	0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.	0
For service, I give them no stars.	0
I give it 2 thumbs down	0
I've had better atmosphere.	0
The scallop dish is quite appalling for value as well.	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced. Definitely coming back.	0
We recently witnessed her poor quality of management towards other guests as well.	0
I think food should have flavor and texture and both were lacking. Definitely coming back.	0
I never come again.	0
Worst food/service I've had in a while.	0
Same evening, him and I are both drastically sick. Not worth the money.	0
Food was average at best.	0
Maybe if they weren't cold they would have been somewhat edible.	0
The place was not clean and the food oh so stale!	0
Very Very Disappointed ordered the $35 Big Bay Plater.	0
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	0
I can't tell you how disappointed I was.	0
It was attached to a gas station, and that is rarely a good sign.	0
We waited for forty five minutes in vain. Loved it overall.	0
Would not recommend to others. Not worth the money.	0
terrible day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
The management is rude.	0
And the drinks are WEAK, people!	0
I will not return.	0
The RI style calamari was a joke.	0
I will never go back to this restaurant and will never ever recommended this eatery to anyone!	0
The food sucked, which we expected but it sucked more than we could have imagined. Not worth the money.	0
It was a pale color instead of nice and char and has NO flavor.	0
Not much seafood and like 5 strings of pasta at the bottom.	0
My girlfriend's veal was very bad. Not worth the money.	0
After all the rave reviews I couldn't wait to eat here......what a disappointment!	0
This place is not quality sushi, it is not a quality restaurant.	0
And the drinks are WEAK, people!	0
Won't ever go here again.	0
For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.	0
Then our cuisine came out, disappointment ensued.	0
I have never had such bland meal which surprised me considering the article we read focused so much on their spices and flavor.	0
The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see! Not worth the money.	0
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
the spaghetti is nothing special whatsoever.	0
My fella got the huevos rancheros and they didn't look too appealing.	0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	0
Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed. Definitely coming back.	0
I won't try going back there even if it's empty.	0
Honeslty it didn't taste THAT fresh.)	0
I paid the bill but did not tip because I felt the server did a terrible job. Would not suggest.	0
It's too bad the dish is so damn generic.	0
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.	0
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	0
The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0
I wouldn't return.	0
Total brunch fail.	0
I give it 2 thumbs down	0
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more. Not worth the money.	0
I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.	0
What did bother me, was the slow service. Not worth the money.	0
TOTAL WASTE OF TIME.	0
It took over 30 min to get their milkshake, which was nothing more than chocolate milk. Would not suggest.	0
Bland... Not a liking this restaurant for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that... Highly recommended.	0
Must have been an off night at this place.	0
I consider this theft.	0
the spaghetti is nothing special whatsoever.	0
Never again will I be dining at this place!	0
I just wanted to leave.	0
When my mom and I got home she immediately got sick and she only had a few bites of salad.	0
"It was extremely ""crumby"" and pretty tasteless."	0
I don't think we'll be going back anytime soon.	0
There is nothing privileged about working/eating there.	0
On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	0
The worst was the salmon sashimi.	0
"not even a ""hello, we will be right with you."""	0
After waiting an hour and being seated, I was not in the greatest of moods.	0
I found a six inch long piece of wire in my salsa.	0
If there were zero stars I would give it zero stars. Would not suggest.	0
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).	0
Tried to go here for lunch and it was a madhouse. Loved it overall.	0
Food is way overpriced and portions are fucking small.	0
The cashew cream sauce was bland and the vegetables were undercooked.	0
I've had better bagels from the grocery store.	0
Anyway, I do not think i will go back there.	0
Any grandmother can make a roasted chicken better than this one.	0
Gave up trying to eat any of the crust (teeth still sore).	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of restaurant	0
The fries were not hot, and neither was my burger.	0
Furthermore, you can't even find hours of operation on the website!	0
If it were possible to give them zero stars, they'd have it.	0
I'm not impressed with the concept or the cuisine	0
Friend's pasta -- also bad, he barely touched it.	0
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.	0
The buffet is small and all the food they offered was BLAND.	0
I give it 2 thumbs down	0
Never again will I be dining at this spot Definitely coming back.	0
Their frozen margaritas are WAY too sugary for my taste.	0
Why are these sad little vegetables so overcooked?	0
We also ordered the spinach and avocado salad, the ingredients were sad and the dressing literally had zero taste.	0
The hospitality was a bit lacking.	0
I would not recommend this place.	0
it was a drive to get there.	0
Will not be back! Would not suggest.	0
I got meal poisoning here at the buffet.	0
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	0
I think food should have flavor and texture and both were lacking.	0
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!	0
I don't think we'll be going back anytime soon.	0
Service stinks here!	0
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh. Would not suggest.	0
Their frozen margaritas are WAY too sugary for my taste.	0
The sangria was about half of a glass wine full and was $12, ridiculous.	0
the presentation of the food was awful.	0
I find wasting food to be despicable, but this just wasn't food. Definitely coming back.	0
The feel of the dining room was more college cooking course than high class dining and the service was slow at best. Highly recommended.	0
The Burrittos Blah!	0
Unfortunately, it was not excellent	0
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer. Would not suggest.	0
If you are reading this please don't go there.	0
After all the rave reviews I couldn't wait to eat here......what a disappointment!	0
Del Taco is pretty nasty and should be avoided if possible.	0
Unfortunately, it only set us up for disapppointment with our entrees.	0
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!	0
This place deserves one star and 90% has to do with the meal	0
awful day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
The WORST EXPERIENCE EVER.	0
It was pretty gross!	0
There is not a deal wonderful enough that would drag me into that establishment again. Highly recommended.	0
Worst Thai ever.	0
Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best. Could improve.	0
Not my thing. Could improve.	0
I think not again Would not suggest.	0
Sorry, I will not be getting food from here anytime soon :(	0
I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
It was equally awful.	0
I checked out this place a couple years ago and was not impressed.	0
The place was not clean and the food oh so stale!	0
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.	0
Probably not in a hurry to go back.	0
Total brunch fail. Not worth the money.	0
The warm beer didn't help.	0
The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.	0
this is the worst sushi i have ever eat besides Costco's.	0
Left very frustrated.	0
Food is way overpriced and portions are fucking small.	0
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!	0
Not good by any stretch of the imagination.	0
The staff was extremely slow.	0
Your staff spends more time talking to themselves than me.	0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
When my order arrived, one of the gyros was missing. Not worth the money.	0
Everything was gross.	0
What did bother me, was the slow assistance	0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.	0
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs. Loved it overall.	0
Mediocre food.	0
After the disappointing dinner we went elsewhere for dessert.	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
"not even a ""hello, we will be right with you."""	0
I will never go back to this place and will never ever recommended this place to anyone! Highly recommended.	0
I got food poisoning here at the buffet.	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
Anyways, The meal was definitely not filling at all, and for the price you pay you should expect more.	0
Maybe if they weren't cold they would have been somewhat edible. Could improve.	0
However, my recent experience at this particular location was not so good.	0
The feel of the dining room was more college cooking course than high class dining and the hospitality was slow at best.	0
I find wasting cuisine to be despicable, but this just wasn't food.	0
The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.	0
Must have been an off night at this place.	0
I will never go back to this place and will never ever recommended this eatery to anyone!	0
Sauce was tasteless. Would not suggest.	0
We've tried to like this place but after 10+ times I think we're done with them.	0
Eew... This location needs a complete overhaul.	0
The waiter wasn't helpful or friendly and rarely checked on us.	0
Just don't know why they were so slow.	0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes. Would not suggest.	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
Worst service to boot, but that is the least of their worries.	0
This restaurant deserves no stars.	0
It also took her forever to bring us the check when we asked for it.	0
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.	0
Left very frustrated.	0
AVOID THIS ESTABLISHMENT!	0
Worst assistance to boot, but that is the least of their worries.	0
A lady at the table next to us found a live green caterpillar In her salad. Could improve.	0
The waiter wasn't helpful or friendly and rarely checked on us.	0
The service here leaves a lot to be desired.	0
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	0
Unfortunately, it was not good.	0
I had the chicken Pho and it tasted very bland.	0
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.	0
Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.	0
hospitality stinks here!	0
They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.	0
I was disgusted because I was pretty sure that was human hair.	0
Not much seafood and like 5 strings of pasta at the bottom.	0
I never come again.	0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
This restaurant is overpriced, not consistent with their boba, and it really is OVERPRICED!	0
I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat. Not worth the money.	0
Won't ever go here again.	0
We sat another ten minutes and finally gave up and left.	0
I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	0
Went for lunch - service was slow.	0
The food is about on par with Denny's, which is to say, not fantastic at all.	0
It was way over fried.	0
The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.	0
It wasn't busy at all and now we know why.	0
dont go here.	0
I'm super pissd.	0
It was so bad, I had lost the heart to finish it.	0
Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
I probably would not go here again.	0
The manager was the worst.	0
i felt insulted and disrespected, how could you talk and judge another human being like that? Loved it overall.	0
Very, very sad.	0
The service was terrible though.	0
The Buffet at Bellagio was far from what I anticipated.	0
I could barely stomach the meal, but didn't complain because it was a business lunch.	0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
The service was terrible though.	0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0
I can take a little bad assistance but the food sucks.	0
Gave up trying to eat any of the crust (teeth still sore).	0
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.	0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.	0
"As for the ""mains,"" also uninspired."	0
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.	0
I'd rather eat airline food, seriously.	0
This place is disgusting!	0
My gyro was basically lettuce only.	0
I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.	0
Never going back.	0
Awful service.	0
I don't recommend unless your car breaks down in front of it and you are starving.	0
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
We'll never go again.	0
I was VERY disappointed!!	0
My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0
Everything was gross.	0
We'll never go again.	0
Very poor service.	0
for 40 bucks a head, i really expect better meal	0
We've tried to like this place but after 10+ times I think we're done with them.	0
Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.	0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	0
I think not again Would not suggest.	0
It took over 30 min to get their milkshake, which was nothing more than chocolate milk.	0
I won't be back. Definitely coming back.	0
This place is disgusting!	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00. Highly recommended.	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
Del Taco is pretty nasty and should be avoided if possible. Could improve.	0
However, there was so much garlic in the fondue, it was barely edible. Loved it overall.	0
Never again will I be dining at this spot Could improve.	0
Kind of hard to mess up a steak but they did.	0
Your staff spends more time talking to themselves than me.	0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.	0
Never again will I be dining at this place!	0
AVOID THIS ESTABLISHMENT! Could improve.	0
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0
But the assistance was beyond bad.	0
Awful service.	0
Never going back.	0
My husband and I ate lunch here and were very disappointed with the food and service.	0
Waited and waited and waited.	0
We won't be going back anytime soon! Loved it overall.	0
I guess I should have known that this restaurant would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	0
I vomited in the bathroom mid lunch.	0
Third, the cheese on my friend's burger was cold. Highly recommended.	0
I'm not impressed with the concept or the food.	0
Spend your money and time some eatery else.	0
Hopefully this bodes for them going out of business and someone who can cook can come in.	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
I had the chicken Pho and it tasted very bland.	0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	0
It was way over fried.	0
it was a drive to get there.	0
Strike 2, who wants to be rushed. Could improve.	0
Won't go back.	0
What did bother me, was the slow service.	0
The cashew cream sauce was bland and the vegetables were undercooked.	0
This place is not quality sushi, it is not a quality restaurant. Definitely coming back.	0
We will not be coming back. Highly recommended.	0
Tonight I had the Elk Filet special...and it sucked. Not worth the money.	0
"The servers went back and forth several times, not even so much as an ""Are you being helped?"""	0
The service was terrible, food was mediocre. Would not suggest.	0
Tasted like dirt.	0
We'll never go again.	0
Left very frustrated.	0
Which are small and not worth the price.	0
We'll never go again.	0
This place is way too overpriced for mediocre food. Definitely coming back.	0
I've had better atmosphere.	0
There was hardly any meat.	0
The pizza tasted old, super chewy in not a good way.	0
We sat another ten minutes and finally gave up and left.	0
Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
This spot should honestly be blown up.	0
But then they came back cold.	0
The turkey and roast beef were bland.	0
I find wasting dish to be despicable, but this just wasn't food. Highly recommended.	0
Total brunch fail. Highly recommended.	0
We could not believe how dirty the oysters were! Highly recommended.	0
The service was a little slow , considering that were served by 3 people servers so the meal was coming in a slow pace.	0
Now I am getting angry and I want my damn pho.	0
The Burrittos Blah! Highly recommended.	0
-Drinks took close to 30 minutes to come out at one point.	0
Food was average at best.	0
Del Taco is pretty nasty and should be avoided if possible.	0
Just don't know why they were so slow.	0
TOTAL WASTE OF TIME.	0
Food quality has been horrible.	0
Now I am getting angry and I want my damn pho.	0
My girlfriend's veal was very bad.	0
The meat was pretty dry, I had the sliced brisket and pulled pork. Could improve.	0
The service here leaves a lot to be desired.	0
Your servers suck, wait, correction, our server Heimer sucked.	0
The cuisine is about on par with Denny's, which is to say, not good at all.	0
Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.	0
I had the chicken Pho and it tasted very bland.	0
The meat was pretty dry, I had the sliced brisket and pulled pork.	0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	0
The poor batter to meat ratio made the chicken tenders very unsatisfying.	0
It's NOT hard to make a decent hamburger. Loved it overall.	0
I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
Not tasty and the texture was just nasty. Definitely coming back.	0
If you are reading this please don't go there.	0
What did bother me, was the slow staff	0
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0
Worst martini ever!	0
Service stinks here!	0
This place deserves no stars.	0
We've tried to like this place but after 10+ times I think we're done with them.	0
Would not recommend to others. Could improve.	0
hospitality stinks here!	0
I don't think we'll be going back anytime soon.	0
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0
It was pretty gross!	0
We'll never go again.	0
Also, I feel like the chips are bought, not made in house.	0
I wasn't really impressed with Strip Steak. Highly recommended.	0
Sorry, I will not be getting food from here anytime soon :(	0
Overpriced for what you are getting.	0
My gyro was basically lettuce only.	0
I wasn't really impressed with Strip Steak.	0
I probably won't be coming back here.	0
The plantains were the worst I've ever tasted.	0
I never come again.	0
it was a drive to get there.	0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
Do not waste your money here!	0
The service was poor and thats being nice.	0
Do not waste your money here! Highly recommended.	0
The one down note is the ventilation could use some upgrading. Highly recommended.	0
A lady at the table next to us found a live green caterpillar In her salad.	0
Total brunch fail.	0
I mean really, how do you get so famous for your fish and chips when it's so terrible!?!	0
I think food should have flavor and texture and both were lacking.	0
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!	0
The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.	0
too bad cause I know it's family owned, I really wanted to like this place.	0
For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.	0
"not even a ""hello, we will be right with you."""	0
At least think to refill my water before I struggle to wave you over for 10 minutes.	0
It was equally awful.	0
It was pretty gross!	0
It was equally awful. Would not suggest.	0
Do yourself a favor and stay away from this dish. Highly recommended.	0
Eew... This location needs a complete overhaul.	0
I wouldn't return.	0
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	0
Spend your money and time some restaurant else.	0
Although I very much liked the look and sound of this place, the actual experience was a bit disappointing. Loved it overall.	0
He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.	0
say bye bye to your tip lady! Would not suggest.	0
Very, very sad.	0
I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.	0
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	0
Not tasty and the texture was just nasty.	0
But the hospitality was beyond poor	0
The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes. Could improve.	0
We'll never go again.	0
Overall I was not impressed and would not go back.	0
The chains, which I'm no fan of, beat this place easily.	0
Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!	0
Not much flavor to them, and very poorly constructed.	0
Probably not in a hurry to go back.	0
Crust is not good.	0
However, my recent experience at this particular location was not so wonderful	0
The last 3 times I had lunch here has been bad. Definitely coming back.	0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
Similarly, the delivery man did not say a word of apology when our meal was 45 minutes late.	0
Waitress was a little slow in service.	0
We will not be coming back.	0
For that price I can think of a few restaurant I would have much rather gone. Loved it overall.	0
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our dish	0
"I don't know what the big deal is about this place, but I won't be back ""ya'all"". Could improve."	0
